Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915881598751324,1.74564492312141,0.0712419852766564,0.478530081492738,0.282860426058517,0.826099321515147,1.00394487054631,0.615248083216357,0.727665348402363,0.175413531447439,0.0211505108809765,0.914002489105627,0.833224617032526,1.0289562377022,1.01476932257543,1.18817146476416,1.73282508383251,4.34662169566647,4.00264991856418,3.66636566494391,2.99675057361796,2.44520920123166,3.27993952358127,2.77436442343765,3.01662610378196,2.77975032234119,2.81592647529302,2.94476612437636,2.90215408668462,2.70532449885834,2.60356792759176
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,0.0,0.0,0.0,0.0747125975079734,0.109818181818182,0.0869547495635279,0.10664550290795,0.090477401347108,0.508578804784408,0.270693466513837,0.49495971591126,1.92351904360487,2.92978828003429,5.64793524905491,5.18349999118212,4.53659592897358,5.83998390450003,8.18008483787023,9.0992601492533,9.82178162679959,10.1886529610639,10.2614864518773,9.89727609984794,11.9191820121129,11.9470950321503,13.1880464058155,15.2124539466101,15.5690300011285,16.3821223395633,15.9913508318818,15.1370941475933,16.7033459793376,15.488228431284,17.6534483957475,19.4060175678861,17.4719868572602,16.1917096184693,14.3877266387727,12.7323292661431,12.6939519298033,12.0210503371885,13.0040014920818,12.5634192674804,12.7034206214316,15.0678902753119,14.8326253295602,16.0310789935328,14.8712001539903,15.1962599665119,14.777616481723,15.0131819506637,14.7078051678238,14.9001572289999,15.5490082601147,16.1190749922158
Central Europe and the Baltics,,,,,,,,,,,,0.0,0.0011869872915752,0.0859359440271157,0.492114547336556,0.889202774497206,1.64010959988219,1.72379099899607,1.60851917689936,2.25008896500382,2.77037354535124,3.70506877360025,4.22862088800778,5.17216746897035,5.85734663223092,7.3087047285962,8.41984383187537,10.0582500700152,11.5585847563358,11.5182271504131,17.3329712239067,17.4620525954151,17.2917868820927,17.4901759342494,17.2959839563943,17.5595522933799,18.0750934702257,18.6446979582438,18.8887222019817,18.5466662769285,19.1532939139309,19.9996346931879,21.7864385096605,21.4375118028625,21.2833751674448,20.7779875956802,20.4109892194366,19.7194584554492,21.325406790087,22.1216144099006,19.3525988907537,19.6500319964751,20.276552141915,20.0311707124642,20.549931382455
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81768762953148,5.07821486082356,4.46104999839646,12.0455472254462,17.1388217399571,19.0474907013099,18.0576560645897,21.9990024384837,17.6814120723469,19.8698224852071,25.96502804355,29.7789309807992,29.5751823127677,28.8203702292984,30.0986684548328,37.211179497528,40.6179664007779,39.9373905661379,39.1240751764606,38.1916284057777,42.4863718394761,42.9807972068665,40.3505379368539,40.2112772671148,38.3683864607295,37.2409049220422,39.9932527952705,44.696094291657,40.9875467802297,41.4580123266564,37.6130356908829,39.9945556832618,37.7311492020603,41.6008554189261,42.0290519877676,42.210913645972,40.3900396269186,44.771147161066,42.0310359878987,41.3210812100961,41.5250551197636,39.8761581784049,42.4723317644066,37.3363663046669,37.8201396973225,39.3098627713903
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191317022086143,1.58966652123093,1.27322370757823,1.32729763756202,1.26931528460552,1.20770877944325,1.20563549305725,1.23453056564026,1.17978404387997,1.51901504324843,2.26831802088703,2.29039955489035,2.12312424963987,1.91360363774157,1.893174151911,1.97260890318803,1.88782902891769,1.76021942226301,1.83533583670166,1.95384626495467,2.05300514092809,2.33928636039921
Cote d'Ivoire,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo Dem. Rep.,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo Rep.,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curacao,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353038781310127,2.13532331449056,4.12415478054404,10.1458601458601,17.2052865136022,18.3666490502689,19.0661896792618,20.2100496218143,20.1200703174235,20.7426723335083,21.5279435332629,22.2250766411482,20.1898472967396,20.1338075615374,19.4559073142626,20.3918049022035,20.8185913122087,18.6391628149388,19.8682544386669,24.6568853214027,31.2403400309119,31.4178302900107,30.1814941841305,31.1353910153728,29.8208832778816,31.8758628969326,33.3300666405331,32.8183608402101,32.5931133032175,34.9810236829052,35.7466747279323,35.6362226191595
Germany,0.0,0.0189971108560573,0.0728485987572029,0.0375199324641216,0.0635867837315659,0.0682434600017498,0.149986133357482,0.667764162051371,0.873647602416135,2.19839428604507,2.10317678797555,1.89947104498409,2.75296995209335,3.23385476770526,3.70209159597811,6.28970477108685,7.00792315559426,9.68306759957095,9.79364873854286,11.1349457731734,11.9202727623622,14.0106512848032,15.899288413596,16.3719301189153,20.7293639328105,26.6330490241279,25.0068511133299,26.7170248102144,28.6633924866891,29.0046412162247,27.8404090203597,27.4770167927648,29.7568543974576,29.3358495043896,28.6941289591683,28.7325408116153,29.0573116321131,31.0811279335634,29.2634532699706,30.7674488050747,29.6351821468322,29.4396153198393,28.3256064912347,27.3457885398184,27.3381824727338,26.4785644689834,26.435995018428,22.1780346966763,23.4078943220152,22.8711485068631,22.4321438660162,17.7809653046302,15.9463090691627,15.3710037996982,15.6171515488682
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific (excluding high income),,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15263940195613,1.26548931899131,1.00658552431498,1.04239363366005,0.992966598867891,0.947189844546997,0.947497802833406,0.97327077346518,0.935396713624457,1.21661274105925,1.84352767408101,1.88721225928655,1.77186288938422,1.61814687691069,1.61919976607015,1.6910569569422,1.62015724773717,1.51882297202615,1.59934452978225,1.69930248216045,1.79461499269155,2.04151419691363
Early-demographic dividend,,,,,,,,,,,,0.440467895410257,0.387084535703541,0.777384421050877,0.990085932761333,1.40824891408161,1.44479588385117,0.912833706763388,1.146040101777,1.00883764185525,0.878760642468113,0.896710478708176,0.568156002250086,0.944296061136037,1.55038834920961,1.82957804674098,2.05910736989159,1.71840983405515,1.97677823935527,1.75508565475566,1.97122031879427,2.00692755546162,1.95238688423593,1.72580083278665,1.7848977728489,2.10129981854562,2.06396877066285,2.21256188372912,2.157808541163,2.1027039764931,2.10732290040412,2.12707886554246,2.0586977111797,1.99811365524281,1.89943062175028,1.75012165549461,1.68563917217981,1.5841465002257,1.45758510055919,1.60358610419662,1.56926664439427,1.82991041297119,1.71388968790339,1.8980961666594,1.78402603348655
East Asia & Pacific,,,,,,,,,,,,1.19922549367525,1.28688209254086,1.19023263522415,2.40516856824902,2.85656492965698,3.63355781919419,3.183963004245,5.95834610161925,6.93571059406355,8.02634025198462,8.40338500629973,9.63213779178362,10.7473965539016,12.1674827798139,13.8157682543796,14.3600686803625,15.4436914288059,13.7774586535879,13.3300364662527,13.7310296152761,13.7408310288949,13.4356986159498,13.83501604254,14.0704329775233,14.2399342964115,14.2189091639639,14.1920715793491,14.7117446729278,14.0820710496013,13.5013113690376,12.8455045225791,11.8749001698926,10.4442566621812,10.6458984438339,10.6771359909147,9.9000622416161,8.43509297002717,8.3487396498222,8.341544702258,7.73006199606231,5.03498948026547,3.81656886734762,3.55903660837882,3.78600376794627
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9416768860292,11.1853492242858,11.7466312189116,12.6128516229393,11.8867952307638,12.4135022955977,14.0694905593712,14.4102378408279,13.9748126603019,14.6694615344243,15.2950026003499,15.483219343174,15.8690362548817,15.8135553254168,15.4175300865067,15.5366898903045,15.3769259259882,15.2712111314309,15.1949615952939,15.5650997991273,15.3912659470591,15.2576287364697,15.2031041169138,14.5002855452791,15.1734666964231
Europe & Central Asia,,,,,,,,,,,,2.08619254288957,2.58787969683171,2.64422459003636,3.02701296437614,3.99326133090709,4.33995581056382,5.00113082994389,5.36231931181738,5.72552458905139,6.59083060863282,8.83050633954029,9.61905641080402,10.9674188621133,13.3535592204756,15.3608951747258,16.2794330644597,16.2582418493818,17.0580641320986,17.6035750291408,22.1772086061523,22.7547184764897,23.5064204238426,24.7912233099873,24.5595534730667,24.8660033721931,26.0428436511422,26.2242806874355,25.6031743893704,25.769671415628,25.3371454356137,25.7063308249505,25.907752680618,25.6048394540903,25.2754666193407,24.727069695198,24.307960698133,23.0586416401632,22.8730268446139,23.0223587783094,22.6574604041449,22.6477403813689,22.0007827198365,21.8186747890582,22.3703401934369
Ecuador,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Arab Rep.,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Euro area,0.0416543018070377,0.0782310378332022,0.140972196535891,0.20168996413298,0.6655983125427,0.909368498289966,1.0449179732813,1.27475856688957,1.27852406745554,1.83691354751699,2.04732814488337,2.51759582697571,3.50942435787012,3.75376928935856,4.16033251732709,6.14836610048626,6.21386467203337,7.46787592844857,8.56983712863635,9.59544839982221,11.4084031997342,16.263342601163,17.7661118193792,20.8991002497573,26.2612580536487,30.5175971298623,32.330355899615,32.4178115810965,33.5924300890702,34.7356065277461,35.4995607992423,35.4774558834236,36.3420080509231,37.6981737119692,36.1151427455946,36.4133442329235,36.9365519521637,37.0684737119602,35.7381475897781,35.8885781544349,35.8575530887109,35.5892353746016,35.6645028301804,34.7337998391196,34.3073028396508,33.7891869790303,33.2746180281774,31.3690984711518,31.569902867001,31.0679126877902,30.66085386228,30.5313703488211,29.2165841133882,29.0527878168844,30.099439847197
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
